CAMPUS,CAMPNAME,CNTYNAME,COUNTY,DISTNAME,DISTRICT,REGION
'057905153,VICTOR H HEXTER EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905154,LARRY G SMITH EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905155,C A TATUM JR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905156,NATHANIEL HAWTHORNE EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905157,JAMES S HOGG EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905158,LIDA HOOE EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905159,L L HOTCHKISS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905160,PERSONALIZED LEARNING PREPARATORY,DALLAS,'057,DALLAS ISD,'057905,'10
'057905161,JOHN IRELAND EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905162,MOCKINGBIRD EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905163,CEDAR CREST EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905164,ANSON JONES EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905166,EDWIN J KIEST EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905167,KLEBERG EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905168,OBADIAH KNIGHT EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905169,ARTHUR KRAMER EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905170,RICHARD LAGOW EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905171,LAKEWOOD EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905172,JIMMIE TYLER BRASHEAR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905173,SIDNEY LANIER EXPRESSIVE ARTS VANG,DALLAS,'057,DALLAS ISD,'057905,'10
'057905174,GENEVA HEIGHTS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905175,UMPHREY LEE EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905176,JACK LOWE SR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905177,WILLIAM LIPSCOMB EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905178,H I HOLLAND EL AT LISBON,DALLAS,'057,DALLAS ISD,'057905,'10
'057905180,B H MACON EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905181,MAPLE LAWN EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905182,HERBERT MARCUS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905183,THOMAS L MARSALIS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905184,BEN MILAM EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905185,WILLIAM B MILLER EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905186,ROGER Q MILLS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905187,NANCY MOSELEY EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905188,MOUNT AUBURN STEAM ACADEMY,DALLAS,'057,DALLAS ISD,'057905,'10
'057905189,CLARA OLIVER EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905190,GEORGE PEABODY EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905191,ELISHA M PEASE EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905192,JOHN F PEELER EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905193,JOHN J PERSHING EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905194,K B POLK CENTER FOR ACADEMICALLY T,DALLAS,'057,DALLAS ISD,'057905,'10
'057905195,PRESTON HOLLOW EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905197,JOHN H REAGAN EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905198,MARTHA TURNER REILLY EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905199,REINHARDT EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905200,JOSEPH J RHOADS LEARNING CENTER,DALLAS,'057,DALLAS ISD,'057905,'10
'057905201,CHARLES RICE LEARNING CENTER,DALLAS,'057,DALLAS ISD,'057905,'10
'057905202,ORAN M ROBERTS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905203,DAN D ROGERS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905204,ROSEMONT EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905205,CLINTON P RUSSELL EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905206,ALEX SANGER PREPARATORY SCHOOL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905207,SAN JACINTO EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905208,SEAGOVILLE EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905209,ASCHER SILBERSTEIN EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905210,LESLIE A STEMMONS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905211,STEVENS PARK EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905212,HARRY STONE MONTESSORI ACADEMY,DALLAS,'057,DALLAS ISD,'057905,'10
'057905213,T G TERRY EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905215,R L THORNTON EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905216,EDWARD TITCHE EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905217,WILLIAM B TRAVIS VANGUARD ACAD OF,DALLAS,'057,DALLAS ISD,'057905,'10
'057905218,GEORGE W TRUETT EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905219,ADELLE TURNER EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905220,MARK TWAIN LEADERSHIP VANGUARD,DALLAS,'057,DALLAS ISD,'057905,'10
'057905222,URBAN PARK EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905224,WALNUT HILL EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905225,DANIEL WEBSTER EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905226,MARTIN WEISS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905229,WINNETKA EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905230,HARRY C WITHERS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905232,EDNA ROWE EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905233,NATHAN ADAMS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905234,HENRY B GONZALEZ EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905235,BIRDIE ALEXANDER EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905236,NANCY J COCHRAN EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905237,JOHN W RUNYON EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905239,ARTURO SALAZAR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905240,FRANK GUZICK EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905241,ELEMENTARY' DISCIPLINARY ALTERNATI,DALLAS,'057,DALLAS ISD,'057905,'10
'057905244,SEAGOVILLE NORTH EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905247,ADELFA BOTELLO CALLEJO EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905250,WHITNEY M YOUNG JR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905260,LORENZO DE ZAVALA EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905263,J P STARKS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905264,RONALD E MCNAIR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905265,ELADIO R MARTINEZ LEARNING CENTER,DALLAS,'057,DALLAS ISD,'057905,'10
'057905266,FREDERICK DOUGLASS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905270,EDUARDO MATA EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905271,JULIAN T SALDIVAR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905272,MARIA MORENO EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905273,PLEASANT GROVE EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905274,MARY MCLEOD BETHUNE EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905275,LOUISE WOLFF KAHN EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905276,GILBERT CUELLAR SR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905277,THOMAS TOLBERT EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905278,LEONIDES GONZALEZ CIGARROA MD EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905279,JERRY R JUNKINS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905280,ANNE FRANK EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905281,CESAR CHAVEZ LEARNING CENTER,DALLAS,'057,DALLAS ISD,'057905,'10
'057905283,ESPERANZA MEDRANO EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905284,HIGHLAND MEADOWS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905285,N W HARLLEE EARLY CHILDHOOD CENTER,DALLAS,'057,DALLAS ISD,'057905,'10
'057905286,LEE A MCSHAN JR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905287,CELESTINO MAURICIO SOTO JR EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905289,FELIX G BOTELLO EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905300,ARLINGTON PARK EARLY CHILDHOOD CEN,DALLAS,'057,DALLAS ISD,'057905,'10
'057905301,WILMER-HUTCHINS EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905303,THELMA ELIZABETH PAGE RICHARDSON E,DALLAS,'057,DALLAS ISD,'057905,'10
'057905304,GEORGE HERBERT WALKER BUSH EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905305,EBBY HALLIDAY EL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905306,SOLAR PREPARATORY SCHOOL FOR GIRLS,DALLAS,'057,DALLAS ISD,'057905,'10
'057905352,YOUNG WOMEN'S STEAM ACADEMY AT BAL,DALLAS,'057,DALLAS ISD,'057905,'10
'057905353,ANN RICHARDS STEAM ACADEMY,DALLAS,'057,DALLAS ISD,'057905,'10
'057905354,KENNEDY-CURRY MIDDLE,DALLAS,'057,DALLAS ISD,'057905,'10
'057905359,ROSEMONT MIDDLE,DALLAS,'057,DALLAS ISD,'057905,'10
'057905360,D A HULCY STEAM MIDDLE,DALLAS,'057,DALLAS ISD,'057905,'10
'057905362,IGNITE MIDDLE,DALLAS,'057,DALLAS ISD,'057905,'10
'057905363,SCHOOL FOR THE TALENTED & GIFTED I,DALLAS,'057,DALLAS ISD,'057905,'10
'057905380,WILMER-HUTCHINS H S,DALLAS,'057,DALLAS ISD,'057905,'10
'057905381,BARACK OBAMA MALE LEADERSHIP ACAD,DALLAS,'057,DALLAS ISD,'057905,'10
'057905382,INNOVATION DESIGN ENTREPRENEURSHIP,DALLAS,'057,DALLAS ISD,'057905,'10
'057905383,CITYLAB H S,DALLAS,'057,DALLAS ISD,'057905,'10
'057905384,SUDIE L WILLIAMS TALENTED AND GIFT,DALLAS,'057,DALLAS ISD,'057905,'10
'057905385,MONTESSORI ACADEMY AT ONESIMO HERN,DALLAS,'057,DALLAS ISD,'057905,'10
'057905386,SOLAR PREP FOR BOYS AT JOHN F KENN,DALLAS,'057,DALLAS ISD,'057905,'10
'057905389,JOHN LESLIE PATTON JR ACADEMIC CEN,DALLAS,'057,DALLAS ISD,'057905,'10
'057906001,DESOTO H S & ISTEAM3D,DALLAS,'057,DESOTO ISD,'057906,'10
'057906003,WINGS (WHERE I NOW GAIN SUCCESS),DALLAS,'057,DESOTO ISD,'057906,'10
'057906007,DALLAS COUNTY JJAEP DESOTO CAMPUS,DALLAS,'057,DESOTO ISD,'057906,'10
'057906008,DESOTO ALTERNATIVE EDUCATION CENTE,DALLAS,'057,DESOTO ISD,'057906,'10
'057906041,DESOTO EAST MIDDLE (ISTEAM),DALLAS,'057,DESOTO ISD,'057906,'10
'057906042,DESOTO WEST MIDDLE (ISTEAM),DALLAS,'057,DESOTO ISD,'057906,'10
'057906043,CURTISTENE S MCCOWAN MIDDLE (ISTEA,DALLAS,'057,DESOTO ISD,'057906,'10
'057906102,RUBY YOUNG EL,DALLAS,'057,DESOTO ISD,'057906,'10
'057906103,NORTHSIDE EL,DALLAS,'057,DESOTO ISD,'057906,'10
'057906106,THE MEADOWS EL,DALLAS,'057,DESOTO ISD,'057906,'10
'057906107,COCKRELL HILL EL,DALLAS,'057,DESOTO ISD,'057906,'10
'057906108,FRANK D MOATES EL,DALLAS,'057,DESOTO ISD,'057906,'10
'057906109,WOODRIDGE EL,DALLAS,'057,DESOTO ISD,'057906,'10
'057906110,AMBER TERRACE DISCOVERY & DESIGN E,DALLAS,'057,DESOTO ISD,'057906,'10
'057906111,LITTLE EAGLES EARLY LEARNING CENTE,DALLAS,'057,DESOTO ISD,'057906,'10
'057906112,KATHERINE JOHNSON TECHNOLOGY MAGNE,DALLAS,'057,DESOTO ISD,'057906,'10
'057907001,DUNCANVILLE H S,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907004,MARY E SMITHEY PACE H S,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907005,SUMMIT LEARNING CENTER,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907007,P A S S LEARNING CTR,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907041,J HERMAN REED MIDDLE,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907042,WILLIAM H BYRD MIDDLE,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907043,G W KENNEMER MIDDLE,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907101,CENTRAL EL,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907102,FAIRMEADOWS EL,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907103,MERRIFIELD EL,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907104,WILLIAM LEE HASTINGS EL,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907105,S GUS ALEXANDER JR EL,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907106,CLINT Q SMITH EL,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907107,CHARLES ACTON EL,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907108,H BOB DANIEL SR INT,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907109,GLENN C HARDIN INT,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907110,GRACE R BRANDENBURG INT,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907111,CJ & ANNE HYMAN EL,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057907112,JAMES R BILHARTZ JR EL,DALLAS,'057,DUNCANVILLE ISD,'057907,'10
'057909002,GARLAND H S,DALLAS,'057,GARLAND ISD,'057909,'10
'057909003,S GARLAND H S,DALLAS,'057,GARLAND ISD,'057909,'10
'057909004,N GARLAND H S,DALLAS,'057,GARLAND ISD,'057909,'10
'057909005,LAKEVIEW CENTENNIAL H S,DALLAS,'057,GARLAND ISD,'057909,'10
'057909007,P A S S LEARNING CTR,DALLAS,'057,GARLAND ISD,'057909,'10
'057909008,NAAMAN FOREST H S,DALLAS,'057,GARLAND ISD,'057909,'10
'057909009,ROWLETT H S,DALLAS,'057,GARLAND ISD,'057909,'10
'057909010,SACHSE H S,DALLAS,'057,GARLAND ISD,'057909,'10
'057909041,AUSTIN ACAD FOR EXCELL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909042,BUSSEY MIDDLE,DALLAS,'057,GARLAND ISD,'057909,'10
'057909043,SAM HOUSTON MIDDLE,DALLAS,'057,GARLAND ISD,'057909,'10
'057909045,JACKSON TECHNOLOGY CENTER,DALLAS,'057,GARLAND ISD,'057909,'10
'057909046,O'BANION MIDDLE,DALLAS,'057,GARLAND ISD,'057909,'10
'057909047,CLASSICAL CENTER AT BRANDENBURG MI,DALLAS,'057,GARLAND ISD,'057909,'10
'057909048,SELLERS MIDDLE,DALLAS,'057,GARLAND ISD,'057909,'10
'057909049,WEBB MIDDLE,DALLAS,'057,GARLAND ISD,'057909,'10
'057909050,COYLE MIDDLE,DALLAS,'057,GARLAND ISD,'057909,'10
'057909051,LYLES MIDDLE,DALLAS,'057,GARLAND ISD,'057909,'10
'057909052,B G HUDSON MIDDLE,DALLAS,'057,GARLAND ISD,'057909,'10
'057909053,GARLAND AEC,DALLAS,'057,GARLAND ISD,'057909,'10
'057909054,VERNON SCHRADE MIDDLE,DALLAS,'057,GARLAND ISD,'057909,'10
'057909101,BEAVER TECHNOLOGY CENTER,DALLAS,'057,GARLAND ISD,'057909,'10
'057909102,BULLOCK EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909103,CALDWELL EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909105,CENTERVILLE EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909107,COOPER EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909108,DAUGHERTY EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909109,FREEMAN EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909110,HANDLEY EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909111,KIMBERLIN ACAD FOR EXCEL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909112,PARK CREST EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909113,SOUTHGATE EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909115,WATSON TECHNOLOGY CENTER,DALLAS,'057,GARLAND ISD,'057909,'10
'057909116,WEAVER EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909117,WILLIAMS EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909119,BRADFIELD EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909120,SHOREHAVEN EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909121,MONTCLAIR EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909122,WALNUT GLEN ACAD FOR EXCEL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909123,GOLDEN MEADOWS EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909124,HEATHER GLEN EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909125,HILLSIDE ACAD FOR EXCEL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909126,DAVIS EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909127,ROACH EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909128,ETHRIDGE EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909129,CLASSICAL CENTER AT VIAL EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909132,CLUB HILL EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909133,HICKMAN EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909134,NORTHLAKE EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909136,TOLER EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909137,ROWLETT EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909138,SPRING CREEK EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909139,LUNA EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909140,BACK EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909141,SHUGART EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909142,HERFURTH EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909143,ABBETT EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909144,KEELEY EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909145,ROBERT B SEWELL EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909146,KATHERINE STEPHENS EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909147,VERNAL LISTER EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909148,NORMA DORSEY EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909154,STEADHAM EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909155,JOHN W ARMSTRONG EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909156,NITA PEARSON EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909157,GLEN COUCH EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909158,LIBERTY GROVE EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909159,GEORGE WASHINGTON CARVER EL,DALLAS,'057,GARLAND ISD,'057909,'10
'057909180,CISNEROS PRE-K CTR,DALLAS,'057,GARLAND ISD,'057909,'10
'057909181,PARSONS PRE-K CTR,DALLAS,'057,GARLAND ISD,'057909,'10
'057910001,GRAND PRAIRIE FINE ARTS ACADEMY,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910002,GRAND PRAIRIE H S,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910003,SOUTH GRAND PRAIRIE H S,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910004,LYNDON B JOHNSON DAEP,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910007,P A S S LEARNING CTR,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910009,CROSSWINDS ACCELERATED H S,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910010,JOHN A DUBISKI CAREER H S,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910011,GRAND PRAIRIE COLLEGIATE INSTITUTE,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910041,DIGITAL ARTS & TECHNOLOGY ACADEMY,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910045,ANDREW JACKSON MIDDLE,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910047,HARRY S TRUMAN MIDDLE,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910050,RONALD W REAGAN MIDDLE,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910051,JAMES FANNIN MIDDLE,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910052,YMLA AT JOHN F KENNEDY MIDDLE,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910053,YWLA AT BILL ARNOLD,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910101,STEPHEN F AUSTIN ENVIRONMENTAL SCI,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910102,JAMES BOWIE FINE ARTS ACADEMY,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910104,DAVID DANIELS EL ACADEMY OF SCIENC,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910106,FLORENCE HILL EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910109,ELLEN OCHOA STEM ACADEMY AT BEN MI,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910113,DWIGHT D EISENHOWER EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910118,SAM RAYBURN EL STEAM ACADEMY,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910119,LORENZO DE ZAVALA ENVIRONMENTAL SC,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910120,SUZANNA DICKINSON EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910121,GARNER FINE ARTS ACADEMY,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910122,GLOBAL LEADERSHIP ACADEMY AT BARBA,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910123,COLIN POWELL EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910124,HECTOR P GARCIA EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910125,SALLYE R MOORE EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910126,ERVIN C WHITT EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910128,JUAN N SEGUIN EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910129,THURGOOD MARSHALL LEADERSHIP ACADE,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910130,MIKE MOSELEY EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910131,HOBBS WILLIAMS EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910132,ROBERT E LEE EL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910134,BONHAM EES,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910135,SCHOOL FOR THE HIGHLY GIFTED,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910136,UPLIFT LEE,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910137,WILLIAM B TRAVIS WORLD LANGUAGE AC,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057910138,CROCKETT EARLY EDUCATION SCHOOL,DALLAS,'057,GRAND PRAIRIE ISD,'057910,'10
'057911001,HIGHLAND PARK H S,DALLAS,'057,HIGHLAND PARK ISD,'057911,'10
'057911041,HIGHLAND PARK MIDDLE,DALLAS,'057,HIGHLAND PARK ISD,'057911,'10
'057911101,ARMSTRONG EL,DALLAS,'057,HIGHLAND PARK ISD,'057911,'10
'057911102,BRADFIELD EL,DALLAS,'057,HIGHLAND PARK ISD,'057911,'10
'057911103,HYER EL,DALLAS,'057,HIGHLAND PARK ISD,'057911,'10
'057911104,UNIVERSITY PARK ELEMENTARY,DALLAS,'057,HIGHLAND PARK ISD,'057911,'10
'057911105,MCCULLOCH INTERMEDIATE SCHOOL,DALLAS,'057,HIGHLAND PARK ISD,'057911,'10
'057912002,IRVING H S,DALLAS,'057,IRVING ISD,'057912,'10
'057912003,MACARTHUR H S,DALLAS,'057,IRVING ISD,'057912,'10
'057912004,NIMITZ H S,DALLAS,'057,IRVING ISD,'057912,'10
'057912005,BARBARA CARDWELL CAREER PREPARATOR,DALLAS,'057,IRVING ISD,'057912,'10
'057912006,JACK E SINGLEY ACADEMY,DALLAS,'057,IRVING ISD,'057912,'10
'057912007,DALLAS CO SCHOOL FOR ACCELERATED L,DALLAS,'057,IRVING ISD,'057912,'10
'057912041,BOWIE MIDDLE,DALLAS,'057,IRVING ISD,'057912,'10
'057912042,CROCKETT MIDDLE,DALLAS,'057,IRVING ISD,'057912,'10
'057912043,TRAVIS MIDDLE,DALLAS,'057,IRVING ISD,'057912,'10
'057912044,LAMAR MIDDLE,DALLAS,'057,IRVING ISD,'057912,'10
'057912045,AUSTIN MIDDLE,DALLAS,'057,IRVING ISD,'057912,'10
'057912046,HOUSTON MIDDLE,DALLAS,'057,IRVING ISD,'057912,'10
'057912048,LORENZO DE ZAVALA MIDDLE,DALLAS,'057,IRVING ISD,'057912,'10
'057912050,LADY BIRD JOHNSON MIDDLE,DALLAS,'057,IRVING ISD,'057912,'10
'057912101,BARTON EL,DALLAS,'057,IRVING ISD,'057912,'10
'057912102,BROWN EL,DALLAS,'057,IRVING ISD,'057912,'10
'057912103,BRITAIN EL,DALLAS,'057,IRVING ISD,'057912,'10
'057912105,GOOD EL,DALLAS,'057,IRVING ISD,'057912,'10
'057912106,HALEY J EL,DALLAS,'057,IRVING ISD,'057912,'10
'057912107,HALEY T EL,DALLAS,'057,IRVING ISD,'057912,'10
'057912108,JOHNSTON EL,DALLAS,'057,IRVING ISD,'057912,'10
'057912109,KEYES EL,DALLAS,'057,IRVING ISD,'057912,'10
'057912111,LEE EL,DALLAS,'057,IRVING ISD,'057912,'10
'057912112,LIVELY EL,DALLAS,'057,IRVING ISD,'057912,'10
