CAMPUS,CAMPNAME,CNTYNAME,COUNTY,DISTNAME,DISTRICT,REGION
'184907102,CODER EL,PARKER,'184,ALEDO ISD,'184907,'11
'184907103,STUARD EL,PARKER,'184,ALEDO ISD,'184907,'11
'184907104,MCCALL EL,PARKER,'184,ALEDO ISD,'184907,'11
'184907105,WALSH EL,PARKER,'184,ALEDO ISD,'184907,'11
'184907110,MCANALLY INT,PARKER,'184,ALEDO ISD,'184907,'11
'184908001,PEASTER H S,PARKER,'184,PEASTER ISD,'184908,'11
'184908041,PEASTER MIDDLE,PARKER,'184,PEASTER ISD,'184908,'11
'184908101,PEASTER EL,PARKER,'184,PEASTER ISD,'184908,'11
'184909001,BROCK H S,PARKER,'184,BROCK ISD,'184909,'11
'184909041,BROCK J H,PARKER,'184,BROCK ISD,'184909,'11
'184909101,BROCK INT,PARKER,'184,BROCK ISD,'184909,'11
'184909102,BROCK EL,PARKER,'184,BROCK ISD,'184909,'11
'184911101,GARNER EL,PARKER,'184,GARNER ISD,'184911,'11
'185901001,BOVINA H S,PARMER,'185,BOVINA ISD,'185901,'16
'185901041,BOVINA MIDDLE,PARMER,'185,BOVINA ISD,'185901,'16
'185901101,BOVINA EL,PARMER,'185,BOVINA ISD,'185901,'16
'185902001,FARWELL H S,PARMER,'185,FARWELL ISD,'185902,'16
'185902041,FARWELL J H,PARMER,'185,FARWELL ISD,'185902,'16
'185902101,FARWELL EL,PARMER,'185,FARWELL ISD,'185902,'16
'185903001,FRIONA H S,PARMER,'185,FRIONA ISD,'185903,'16
'185903041,FRIONA J H,PARMER,'185,FRIONA ISD,'185903,'16
'185903101,FRIONA EL,PARMER,'185,FRIONA ISD,'185903,'16
'185903102,FRIONA PRI,PARMER,'185,FRIONA ISD,'185903,'16
'185904001,LAZBUDDIE SCHOOL,PARMER,'185,LAZBUDDIE ISD,'185904,'16
'186901001,BUENA VISTA SCHOOL,PECOS,'186,BUENA VISTA ISD,'186901,'18
'186902001,FORT STOCKTON HIGH,PECOS,'186,FORT STOCKTON ISD,'186902,'18
'186902041,FORT STOCKTON MIDDLE,PECOS,'186,FORT STOCKTON ISD,'186902,'18
'186902101,FORT STOCKTON INT,PECOS,'186,FORT STOCKTON ISD,'186902,'18
'186902102,FORT STOCKTON ALAMO EL,PECOS,'186,FORT STOCKTON ISD,'186902,'18
'186902104,FORT STOCKTON APACHE EL,PECOS,'186,FORT STOCKTON ISD,'186902,'18
'186903001,IRAAN H S,PECOS,'186,IRAAN-SHEFFIELD ISD,'186903,'18
'186903041,IRAAN J H,PECOS,'186,IRAAN-SHEFFIELD ISD,'186903,'18
'186903101,IRAAN EL,PECOS,'186,IRAAN-SHEFFIELD ISD,'186903,'18
'187901001,BIG SANDY SCHOOL,POLK,'187,BIG SANDY ISD,'187901,'06
'187903001,GOODRICH H S,POLK,'187,GOODRICH ISD,'187903,'06
'187903041,GOODRICH MIDDLE,POLK,'187,GOODRICH ISD,'187903,'06
'187903101,GOODRICH EL,POLK,'187,GOODRICH ISD,'187903,'06
'187904001,CORRIGAN-CAMDEN H S,POLK,'187,CORRIGAN-CAMDEN ISD,'187904,'06
'187904041,CORRIGAN-CAMDEN J H,POLK,'187,CORRIGAN-CAMDEN ISD,'187904,'06
'187904103,CORRIGAN-CAMDEN EL,POLK,'187,CORRIGAN-CAMDEN ISD,'187904,'06
'187906001,LEGGETT H S,POLK,'187,LEGGETT ISD,'187906,'06
'187906101,LEGGETT EL,POLK,'187,LEGGETT ISD,'187906,'06
'187907002,LIVINGSTON H S,POLK,'187,LIVINGSTON ISD,'187907,'06
'187907004,LIVINGSTON H S ACADEMY,POLK,'187,LIVINGSTON ISD,'187907,'06
'187907041,LIVINGSTON J H,POLK,'187,LIVINGSTON ISD,'187907,'06
'187907101,LIVINGSTON INT,POLK,'187,LIVINGSTON ISD,'187907,'06
'187907102,TIMBER CREEK EL,POLK,'187,LIVINGSTON ISD,'187907,'06
'187907103,PINE RIDGE EL,POLK,'187,LIVINGSTON ISD,'187907,'06
'187907104,CEDAR GROVE EL,POLK,'187,LIVINGSTON ISD,'187907,'06
'187910001,ONALASKA JR/SR HIGH,POLK,'187,ONALASKA ISD,'187910,'06
'187910101,ONALASKA EL,POLK,'187,ONALASKA ISD,'187910,'06
'188901001,AMARILLO H S,POTTER,'188,AMARILLO ISD,'188901,'16
'188901002,CAPROCK H S,POTTER,'188,AMARILLO ISD,'188901,'16
'188901003,AMARILLO AREA CTR FOR ADVANCED LRN,POTTER,'188,AMARILLO ISD,'188901,'16
'188901004,PALO DURO H S,POTTER,'188,AMARILLO ISD,'188901,'16
'188901005,TASCOSA H S,POTTER,'188,AMARILLO ISD,'188901,'16
'188901041,AUSTIN MIDDLE,POTTER,'188,AMARILLO ISD,'188901,'16
'188901042,BOWIE MIDDLE,POTTER,'188,AMARILLO ISD,'188901,'16
'188901043,CROCKETT MIDDLE,POTTER,'188,AMARILLO ISD,'188901,'16
'188901044,FANNIN MIDDLE,POTTER,'188,AMARILLO ISD,'188901,'16
'188901045,HOUSTON MIDDLE,POTTER,'188,AMARILLO ISD,'188901,'16
'188901046,MANN MIDDLE,POTTER,'188,AMARILLO ISD,'188901,'16
'188901047,TRAVIS MIDDLE,POTTER,'188,AMARILLO ISD,'188901,'16
'188901048,BONHAM MIDDLE,POTTER,'188,AMARILLO ISD,'188901,'16
'188901049,LORENZO DE ZAVALA MIDDLE,POTTER,'188,AMARILLO ISD,'188901,'16
'188901050,JOHNNY N ALLEN-6TH GRADE CAMPUS,POTTER,'188,AMARILLO ISD,'188901,'16
'188901052,BOWIE 6TH GRADE CAMPUS,POTTER,'188,AMARILLO ISD,'188901,'16
'188901053,TRAVIS 6TH GRADE CAMPUS,POTTER,'188,AMARILLO ISD,'188901,'16
'188901101,AVONDALE EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901102,BELMAR EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901103,BIVINS EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901104,CORONADO EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901105,EASTRIDGE EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901106,EMERSON EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901107,FOREST HILL EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901108,GLENWOOD EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901109,HAMLET EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901110,CARVER EARLY CHILDHOOD ACADEMY,POTTER,'188,AMARILLO ISD,'188901,'16
'188901111,HUMPHREY'S HIGHLAND EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901112,LAMAR EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901113,LANDERGIN EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901114,LAWNDALE EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901115,LEE EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901119,OAK DALE EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901120,OLSEN PARK EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901121,PARAMOUNT TERRACE EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901122,PLEASANT VALLEY EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901123,RIDGECREST EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901124,ROGERS EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901125,SANBORN EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901126,SAN JACINTO EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901127,SOUTH GEORGIA EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901128,SOUTH LAWN EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901130,SUNRISE EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901131,WESTERN PLATEAU EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901132,WHITTIER EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901133,WILLS EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901134,MESA VERDE EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901135,WOLFLIN EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901138,NORTH HEIGHTS ALTER,POTTER,'188,AMARILLO ISD,'188901,'16
'188901139,PUCKETT EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901140,SLEEPY HOLLOW EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901141,WINDSOR EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901142,WOODLANDS EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901143,TRADEWIND EL,POTTER,'188,AMARILLO ISD,'188901,'16
'188901170,CARVER EL ACADEMY,POTTER,'188,AMARILLO ISD,'188901,'16
'188902001,RIVER ROAD H S,POTTER,'188,RIVER ROAD ISD,'188902,'16
'188902042,RIVER ROAD MIDDLE,POTTER,'188,RIVER ROAD ISD,'188902,'16
'188902101,ROLLING HILLS EL,POTTER,'188,RIVER ROAD ISD,'188902,'16
'188902103,WILLOW VISTA ECA,POTTER,'188,RIVER ROAD ISD,'188902,'16
'188903001,HIGHLAND PARK H S,POTTER,'188,HIGHLAND PARK ISD,'188903,'16
'188903041,HIGHLAND PARK MIDDLE,POTTER,'188,HIGHLAND PARK ISD,'188903,'16
'188903101,HIGHLAND PARK EL,POTTER,'188,HIGHLAND PARK ISD,'188903,'16
'188904001,BUSHLAND H S,POTTER,'188,BUSHLAND ISD,'188904,'16
'188904041,BUSHLAND MIDDLE,POTTER,'188,BUSHLAND ISD,'188904,'16
'188904101,BUSHLAND EL,POTTER,'188,BUSHLAND ISD,'188904,'16
'189901001,MARFA SCHOOLS,PRESIDIO,'189,MARFA ISD,'189901,'18
'189902001,PRESIDIO H S,PRESIDIO,'189,PRESIDIO ISD,'189902,'18
'189902041,LUCY REDE FRANCO MIDDLE,PRESIDIO,'189,PRESIDIO ISD,'189902,'18
'189902101,PRESIDIO EL,PRESIDIO,'189,PRESIDIO ISD,'189902,'18
'190903001,RAINS H S,RAINS,'190,RAINS ISD,'190903,'07
'190903041,RAINS J H,RAINS,'190,RAINS ISD,'190903,'07
'190903051,RAINS INT,RAINS,'190,RAINS ISD,'190903,'07
'190903101,RAINS EL,RAINS,'190,RAINS ISD,'190903,'07
'191901001,CANYON H S,RANDALL,'191,CANYON ISD,'191901,'16
'191901002,RANDALL H S,RANDALL,'191,CANYON ISD,'191901,'16
'191901003,YOUTH CTR OF HIGH PLAINS,RANDALL,'191,CANYON ISD,'191901,'16
'191901004,MIDWAY ALTERNATIVE H S,RANDALL,'191,CANYON ISD,'191901,'16
'191901041,CANYON J H,RANDALL,'191,CANYON ISD,'191901,'16
'191901043,WESTOVER PARK J H,RANDALL,'191,CANYON ISD,'191901,'16
'191901101,GENE HOWE EL,RANDALL,'191,CANYON ISD,'191901,'16
'191901104,SUNDOWN LANE EL,RANDALL,'191,CANYON ISD,'191901,'16
'191901105,LAKEVIEW EL,RANDALL,'191,CANYON ISD,'191901,'16
'191901106,ARDEN ROAD EL,RANDALL,'191,CANYON ISD,'191901,'16
'191901107,CRESTVIEW EL,RANDALL,'191,CANYON ISD,'191901,'16
'191901108,REEVES-HINGER EL,RANDALL,'191,CANYON ISD,'191901,'16
'191901110,GREENWAYS INT,RANDALL,'191,CANYON ISD,'191901,'16
'191901111,CANYON INT,RANDALL,'191,CANYON ISD,'191901,'16
'191901112,CITY VIEW EL,RANDALL,'191,CANYON ISD,'191901,'16
'191901113,HILLSIDE EL,RANDALL,'191,CANYON ISD,'191901,'16
'191901114,PINNACLE INT,RANDALL,'191,CANYON ISD,'191901,'16
'192901001,REAGAN COUNTY H S,REAGAN,'192,REAGAN COUNTY ISD,'192901,'18
'192901041,REAGAN COUNTY MIDDLE,REAGAN,'192,REAGAN COUNTY ISD,'192901,'18
'192901101,REAGAN COUNTY EL,REAGAN,'192,REAGAN COUNTY ISD,'192901,'18
'193801001,BIG SPRINGS CHARTER SCHOOL,REAL,'193,BIG SPRINGS CHARTER SCHOOL,'193801,'20
'193801101,HILL COUNTRY YOUTH RANCH,REAL,'193,BIG SPRINGS CHARTER SCHOOL,'193801,'20
'193902001,LEAKEY SCHOOL,REAL,'193,LEAKEY ISD,'193902,'20
'194902001,AVERY SECONDARY,RED RIVER,'194,AVERY ISD,'194902,'08
'194902101,AVERY EL,RED RIVER,'194,AVERY ISD,'194902,'08
'194903001,RIVERCREST H S,RED RIVER,'194,RIVERCREST ISD,'194903,'08
'194903102,RIVERCREST J H,RED RIVER,'194,RIVERCREST ISD,'194903,'08
'194903103,RIVERCREST EL,RED RIVER,'194,RIVERCREST ISD,'194903,'08
'194904002,CLARKSVILLE MIDDLE AND H S,RED RIVER,'194,CLARKSVILLE ISD,'194904,'08
'194904103,CHEATHAM EL,RED RIVER,'194,CLARKSVILLE ISD,'194904,'08
'194905001,DETROIT H S,RED RIVER,'194,DETROIT ISD,'194905,'08
'194905041,DETROIT J H,RED RIVER,'194,DETROIT ISD,'194905,'08
'194905101,DETROIT EL,RED RIVER,'194,DETROIT ISD,'194905,'08
'195901001,PECOS H S,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'195901,'18
'195901042,CROCKETT MIDDLE,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'195901,'18
'195901101,PECOS KIND,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'195901,'18
'195901106,AUSTIN EL,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'195901,'18
'195901109,HAYNES EL,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'195901,'18
'195902001,BALMORHEA SCHOOL,REEVES,'195,BALMORHEA ISD,'195902,'18
'196901001,AUSTWELL-TIVOLI H S,REFUGIO,'196,AUSTWELL-TIVOLI ISD,'196901,'03
'196901102,AUSTWELL-TIVOLI EL,REFUGIO,'196,AUSTWELL-TIVOLI ISD,'196901,'03
'196902001,WOODSBORO H S,REFUGIO,'196,WOODSBORO ISD,'196902,'03
'196902102,WOODSBORO EL,REFUGIO,'196,WOODSBORO ISD,'196902,'03
'196903001,REFUGIO H S,REFUGIO,'196,REFUGIO ISD,'196903,'03
'196903042,REFUGIO J H,REFUGIO,'196,REFUGIO ISD,'196903,'03
'196903103,REFUGIO EL,REFUGIO,'196,REFUGIO ISD,'196903,'03
'197902001,MIAMI SCHOOL,ROBERTS,'197,MIAMI ISD,'197902,'16
'198901001,BREMOND H S,ROBERTSON,'198,BREMOND ISD,'198901,'06
'198901041,BREMOND MIDDLE,ROBERTSON,'198,BREMOND ISD,'198901,'06
'198901101,BREMOND EL,ROBERTSON,'198,BREMOND ISD,'198901,'06
'198902101,CALVERT SCHOOL,ROBERTSON,'198,CALVERT ISD,'198902,'06
'198903001,FRANKLIN H S,ROBERTSON,'198,FRANKLIN ISD,'198903,'06
'198903041,FRANKLIN MIDDLE,ROBERTSON,'198,FRANKLIN ISD,'198903,'06
'198903101,ROLAND REYNOLDS EL,ROBERTSON,'198,FRANKLIN ISD,'198903,'06
'198905002,HEARNE H S,ROBERTSON,'198,HEARNE ISD,'198905,'06
'198905042,HEARNE J H,ROBERTSON,'198,HEARNE ISD,'198905,'06
'198905104,HEARNE EL,ROBERTSON,'198,HEARNE ISD,'198905,'06
'198906001,MUMFORD H S,ROBERTSON,'198,MUMFORD ISD,'198906,'06
'198906101,MUMFORD EL,ROBERTSON,'198,MUMFORD ISD,'198906,'06
'199901001,ROCKWALL H S,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901002,ROCKWALL QUEST ACADEMY,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901004,ROCKWALL-HEATH H S,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901042,J W WILLIAMS MIDDLE,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901043,MAURINE CAIN MIDDLE,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901044,HERMAN E UTLEY MIDDLE,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901101,VIRGINIA REINHARDT EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901102,HOWARD DOBBS EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901103,AMANDA ROCHELL EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901105,DORIS CULLINS-LAKE POINTE EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901106,AMY PARKS-HEATH EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901107,NEBBIE WILLIAMS EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901108,DOROTHY SMITH PULLEN EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901109,DORRIS A JONES EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901110,GRACE HARTMAN EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901111,OUIDA SPRINGER,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901112,CELIA HAYS EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901113,SHARON SHANNON EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901114,BILLIE STEVENSON EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199901115,LINDA LYON EL,ROCKWALL,'199,ROCKWALL ISD,'199901,'10
'199902002,ROYSE CITY H S,ROCKWALL,'199,ROYSE CITY ISD,'199902,'10
'199902041,ROYSE CITY MIDDLE,ROCKWALL,'199,ROYSE CITY ISD,'199902,'10
'199902042,RUTH CHERRY INT,ROCKWALL,'199,ROYSE CITY ISD,'199902,'10
'199902043,HARRY H HERNDON,ROCKWALL,'199,ROYSE CITY ISD,'199902,'10
'199902102,DAVIS EL,ROCKWALL,'199,ROYSE CITY ISD,'199902,'10
'199902104,ANITA SCOTT EL,ROCKWALL,'199,ROYSE CITY ISD,'199902,'10
'199902105,W R (BILL) FORT EL,ROCKWALL,'199,ROYSE CITY ISD,'199902,'10
'199902106,MISS MAY VERNON EL,ROCKWALL,'199,ROYSE CITY ISD,'199902,'10
'200901001,BALLINGER H S,RUNNELS,'200,BALLINGER ISD,'200901,'15
'200901003,FAIRVIEW ACCELERATED,RUNNELS,'200,BALLINGER ISD,'200901,'15
'200901041,BALLINGER J H,RUNNELS,'200,BALLINGER ISD,'200901,'15
'200901101,BALLINGER EL,RUNNELS,'200,BALLINGER ISD,'200901,'15
'200902001,MILES H S,RUNNELS,'200,MILES ISD,'200902,'15
'200902101,MILES EL,RUNNELS,'200,MILES ISD,'200902,'15
'200904001,WINTERS H S,RUNNELS,'200,WINTERS ISD,'200904,'15
'200904041,WINTERS J H,RUNNELS,'200,WINTERS ISD,'200904,'15
'200904101,WINTERS EL,RUNNELS,'200,WINTERS ISD,'200904,'15
'200906101,OLFEN SCHOOL,RUNNELS,'200,OLFEN ISD,'200906,'15
'200906103,WALL SPECIAL PROGRAMS,RUNNELS,'200,OLFEN ISD,'200906,'15
'201902001,HENDERSON H S,RUSK,'201,HENDERSON ISD,'201902,'07
'201902041,HENDERSON MIDDLE,RUSK,'201,HENDERSON ISD,'201902,'07
'201902107,MONNIE MEYER WYLIE PRI,RUSK,'201,HENDERSON ISD,'201902,'07
'201902108,NORTHSIDE EL,RUSK,'201,HENDERSON ISD,'201902,'07
'201902109,WILLIAM E WYLIE EL,RUSK,'201,HENDERSON ISD,'201902,'07
'201903001,LANEVILLE SCHOOL,RUSK,'201,LANEVILLE ISD,'201903,'07
'201904001,LEVERETTS CHAPEL H S,RUSK,'201,LEVERETTS CHAPEL ISD,'201904,'07
'201904041,LEVERETTS CHAPEL J H,RUSK,'201,LEVERETTS CHAPEL ISD,'201904,'07
'201904101,LEVERETTS CHAPEL EL,RUSK,'201,LEVERETTS CHAPEL ISD,'201904,'07
'201907001,MT ENTERPRISE H S,RUSK,'201,MOUNT ENTERPRISE ISD,'201907,'07
'201907101,MT ENTERPRISE EL,RUSK,'201,MOUNT ENTERPRISE ISD,'201907,'07
'201908001,OVERTON H S,RUSK,'201,OVERTON ISD,'201908,'07
'201908101,OVERTON EL,RUSK,'201,OVERTON ISD,'201908,'07
'201910002,TATUM H S,RUSK,'201,TATUM ISD,'201910,'07
'201910041,TATUM MIDDLE,RUSK,'201,TATUM ISD,'201910,'07
'201910102,TATUM EL,RUSK,'201,TATUM ISD,'201910,'07
'201910104,TATUM PRI,RUSK,'201,TATUM ISD,'201910,'07
'201913001,CARLISLE SCHOOL,RUSK,'201,CARLISLE ISD,'201913,'07
'201914001,WEST RUSK H S,RUSK,'201,WEST RUSK COUNTY CONSOLIDATED ISD,'201914,'07
'201914004,ELDER COOP ALTERNATIVE SCHOOL,RUSK,'201,WEST RUSK COUNTY CONSOLIDATED ISD,'201914,'07
'201914041,WEST RUSK MIDDLE,RUSK,'201,WEST RUSK COUNTY CONSOLIDATED ISD,'201914,'07
'201914104,WEST RUSK INT,RUSK,'201,WEST RUSK COUNTY CONSOLIDATED ISD,'201914,'07
'201914105,WEST RUSK EL,RUSK,'201,WEST RUSK COUNTY CONSOLIDATED ISD,'201914,'07
'202903001,HEMPHILL H S,SABINE,'202,HEMPHILL ISD,'202903,'07
'202903041,HEMPHILL MIDDLE,SABINE,'202,HEMPHILL ISD,'202903,'07
'202903101,HEMPHILL EL,SABINE,'202,HEMPHILL ISD,'202903,'07
'202905002,WEST SABINE H S,SABINE,'202,WEST SABINE ISD,'202905,'07
'202905102,WEST SABINE EL,SABINE,'202,WEST SABINE ISD,'202905,'07
'203901002,SAN AUGUSTINE H S,SAN AUGUSTINE,'203,SAN AUGUSTINE ISD,'203901,'07
'203901102,SAN AUGUSTINE EL,SAN AUGUSTINE,'203,SAN AUGUSTINE ISD,'203901,'07
'203902001,BROADDUS H S,SAN AUGUSTINE,'203,BROADDUS ISD,'203902,'07
'203902101,BROADDUS EL,SAN AUGUSTINE,'203,BROADDUS ISD,'203902,'07
'204901001,COLDSPRING-OAKHURST H S,SAN JACINTO,'204,COLDSPRING-OAKHURST CISD,'204901,'06
'204901041,LINCOLN J H,SAN JACINTO,'204,COLDSPRING-OAKHURST CISD,'204901,'06
'204901102,STREET EL,SAN JACINTO,'204,COLDSPRING-OAKHURST CISD,'204901,'06
'204901103,COLDSPRING INT,SAN JACINTO,'204,COLDSPRING-OAKHURST CISD,'204901,'06
'204904001,SHEPHERD H S,SAN JACINTO,'204,SHEPHERD ISD,'204904,'06
'204904041,SHEPHERD MIDDLE,SAN JACINTO,'204,SHEPHERD ISD,'204904,'06
'204904101,SHEPHERD PRI,SAN JACINTO,'204,SHEPHERD ISD,'204904,'06
'204904102,SHEPHERD INT,SAN JACINTO,'204,SHEPHERD ISD,'204904,'06
'205901001,ARANSAS PASS H S,SAN PATRICIO,'205,ARANSAS PASS ISD,'205901,'02
'205901041,A C BLUNT MIDDLE,SAN PATRICIO,'205,ARANSAS PASS ISD,'205901,'02
'205901101,H T FAULK EARLY CHILDHOOD SCHOOL,SAN PATRICIO,'205,ARANSAS PASS ISD,'205901,'02
'205901102,W A KIEBERGER EL,SAN PATRICIO,'205,ARANSAS PASS ISD,'205901,'02
'205901104,CHARLIE MARSHALL EL,SAN PATRICIO,'205,ARANSAS PASS ISD,'205901,'02
'205902001,GREGORY-PORTLAND H S,SAN PATRICIO,'205,GREGORY-PORTLAND ISD,'205902,'02
'205902041,GREGORY-PORTLAND MIDDLE,SAN PATRICIO,'205,GREGORY-PORTLAND ISD,'205902,'02
'205902101,AUSTIN EL,SAN PATRICIO,'205,GREGORY-PORTLAND ISD,'205902,'02
'205902102,CLARK EL,SAN PATRICIO,'205,GREGORY-PORTLAND ISD,'205902,'02
'205902103,EAST CLIFF EL,SAN PATRICIO,'205,GREGORY-PORTLAND ISD,'205902,'02
'205902104,ANDREWS EL,SAN PATRICIO,'205,GREGORY-PORTLAND ISD,'205902,'02
'205903001,INGLESIDE H S,SAN PATRICIO,'205,INGLESIDE ISD,'205903,'02
'205903042,LEON TAYLOR J H,SAN PATRICIO,'205,INGLESIDE ISD,'205903,'02
'205903102,INGLESIDE PRIMARY SCHOOL,SAN PATRICIO,'205,INGLESIDE ISD,'205903,'02
'205903103,BLASCHKE/SHELDON EL,SAN PATRICIO,'205,INGLESIDE ISD,'205903,'02
'205903104,GILBERT J MIRCOVICH ELEMENTARY,SAN PATRICIO,'205,INGLESIDE ISD,'205903,'02
'205904001,MATHIS H S,SAN PATRICIO,'205,MATHIS ISD,'205904,'02
'205904041,MATHIS MIDDLE,SAN PATRICIO,'205,MATHIS ISD,'205904,'02
'205904101,MATHIS EL,SAN PATRICIO,'205,MATHIS ISD,'205904,'02
'205904102,MATHIS INT,SAN PATRICIO,'205,MATHIS ISD,'205904,'02
'205905001,ODEM H S,SAN PATRICIO,'205,ODEM-EDROY ISD,'205905,'02
'205905041,ODEM J H,SAN PATRICIO,'205,ODEM-EDROY ISD,'205905,'02
'205905101,ODEM INT,SAN PATRICIO,'205,ODEM-EDROY ISD,'205905,'02
'205905103,ODEM EL,SAN PATRICIO,'205,ODEM-EDROY ISD,'205905,'02
'205906001,SINTON H S,SAN PATRICIO,'205,SINTON ISD,'205906,'02
'205906002,JUVENILE DETENTION CTR,SAN PATRICIO,'205,SINTON ISD,'205906,'02
'205906041,E MERLE SMITH MIDDLE,SAN PATRICIO,'205,SINTON ISD,'205906,'02
'205906103,WELDER EL,SAN PATRICIO,'205,SINTON ISD,'205906,'02
'205906105,SINTON EL,SAN PATRICIO,'205,SINTON ISD,'205906,'02
'205907001,TAFT H S,SAN PATRICIO,'205,TAFT ISD,'205907,'02
'205907041,TAFT J H,SAN PATRICIO,'205,TAFT ISD,'205907,'02
'205907101,WOODROE PETTY EL,SAN PATRICIO,'205,TAFT ISD,'205907,'02
'206901001,SAN SABA H S,SAN SABA,'206,SAN SABA ISD,'206901,'15
'206901041,SAN SABA MIDDLE,SAN SABA,'206,SAN SABA ISD,'206901,'15
'206901101,SAN SABA EL,SAN SABA,'206,SAN SABA ISD,'206901,'15
'206902001,RICHLAND SPRINGS SCHOOL,SAN SABA,'206,RICHLAND SPRINGS ISD,'206902,'15
'206903001,CHEROKEE SCHOOL,SAN SABA,'206,CHEROKEE ISD,'206903,'15
'207901001,ELDORADO H S,SCHLEICHER,'207,SCHLEICHER ISD,'207901,'15
'207901041,ELDORADO MIDDLE,SCHLEICHER,'207,SCHLEICHER ISD,'207901,'15
'207901101,ELDORADO EL,SCHLEICHER,'207,SCHLEICHER ISD,'207901,'15
'208901001,HERMLEIGH SCHOOL,SCURRY,'208,HERMLEIGH ISD,'208901,'14
'208902001,SNYDER H S,SCURRY,'208,SNYDER ISD,'208902,'14
'208902041,SNYDER J H,SCURRY,'208,SNYDER ISD,'208902,'14
'208902109,SNYDER PRI,SCURRY,'208,SNYDER ISD,'208902,'14
'208902110,SNYDER INT,SCURRY,'208,SNYDER ISD,'208902,'14
'208903001,IRA SCHOOL,SCURRY,'208,IRA ISD,'208903,'14
'209901001,ALBANY JR-SR H S,SHACKELFORD,'209,ALBANY ISD,'209901,'14
'209901101,NANCY SMITH EL,SHACKELFORD,'209,ALBANY ISD,'209901,'14
'209902001,MORAN SCHOOL,SHACKELFORD,'209,MORAN ISD,'209902,'14
'210901001,CENTER H S,SHELBY,'210,CENTER ISD,'210901,'07
'210901002,ROUGHRIDER ACADEMY,SHELBY,'210,CENTER ISD,'210901,'07
'210901041,CENTER MIDDLE,SHELBY,'210,CENTER ISD,'210901,'07
'210901101,CENTER EL,SHELBY,'210,CENTER ISD,'210901,'07
'210901102,CENTER INT,SHELBY,'210,CENTER ISD,'210901,'07
